name	x	y	z	size	hemisphere	seizure_zone	Destrieux_label	Destrieux_label_text
RZ1	2.22280692130327	-25.7622879412845	30.0364108002782	n/a	R	n/a	12108	rh_G_and_S_cingul-Mid-Post
RZ2	6.43354741990566	-25.7839558461159	30.1540614870786	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ3	10.6437201678157	-25.7865433129147	30.2736100283265	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ4	14.8544991737604	-25.8077311253697	30.3913392802477	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ5	19.0646301525235	-25.8119058207199	30.520607468307	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ6	31.6960192759633	-25.8480488319769	30.8764455929399	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ7	35.9064256911278	-25.8609258980304	31.0041958521604	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ8	40.1168630607128	-25.8732936300337	31.1227561836242	n/a	R	IrritativeZone	12146	rh_S_central
RZ9	44.3274083994031	-25.884191843234	31.2322837175727	n/a	R	IrritativeZone	12146	rh_S_central
RZ10	48.5377763072252	-25.8975490016639	31.3599554116726	n/a	R	IrritativeZone	12146	rh_S_central
RZ11	56.958135807693	-25.9227634457573	31.6063178806901	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ12	61.169165430665	-25.933692012921	31.7157935363054	n/a	R	n/a	41	Right_Cerebral_White_Matter
RZ13	65.39136557585	-25.9470529012159	31.8437509792447	n/a	R	n/a	12128	rh_G_postcentral
RV1	34.345634767592	-1.32652674774081	1.17942131048441	n/a	R	SOZ	51	Right_Putamen
RV2	34.0057960846424	-3.07727115431427	4.30579486358165	n/a	R	SOZ	51	Right_Putamen
RV3	33.6657204726338	-4.81883309780807	7.43376491063833	n/a	R	n/a	51	Right_Putamen
RV4	33.3258817896843	-6.56957750438155	10.5601384637356	n/a	R	n/a	51	Right_Putamen
RV5	32.9742493767142	-8.31983808871359	13.6863048331141	n/a	R	SOZ	41	Right_Cerebral_White_Matter
RV6	32.6466122601032	-10.0800041077286	16.8127413396835	n/a	R	SOZ	41	Right_Cerebral_White_Matter
RV7	31.9543119817376	-13.5732658003941	23.0759624319673	n/a	R	n/a	41	Right_Cerebral_White_Matter
RV8	31.6268592821956	-15.3230548643693	26.1934584929347	n/a	R	n/a	41	Right_Cerebral_White_Matter
RV9	31.2751883618832	-17.0737955410778	29.3195462971926	n/a	R	n/a	41	Right_Cerebral_White_Matter
RV10	30.9349006401897	-18.8251366374865	32.4558485056758	n/a	R	n/a	41	Right_Cerebral_White_Matter
RV11	30.5950619572401	-20.57588104406	35.582222058773	n/a	R	n/a	41	Right_Cerebral_White_Matter
RV12	30.2552894742489	-22.3267431603819	38.7092824611664	n/a	R	n/a	41	Right_Cerebral_White_Matter
RV13	29.5757932636142	-25.8189621546641	44.9628873336911	n/a	R	n/a	12170	rh_S_precentral-sup-part
RV14	29.2358396253586	-27.5790940898508	48.0890899697542	n/a	R	n/a	12170	rh_S_precentral-sup-part
RV15	28.8842072123885	-29.3293546741828	51.2152563391328	n/a	R	n/a	12170	rh_S_precentral-sup-part
RV16	28.5563819220662	-31.0708329917565	54.3427734073997	n/a	R	n/a	12170	rh_S_precentral-sup-part
RV17	28.2042929174304	-32.8216610242501	57.4695999392867	n/a	R	n/a	12170	rh_S_precentral-sup-part
RP1	36.132455286324	-14.49198137974	-1.92963161724806	n/a	R	n/a	12149	rh_S_circular_insula_inf
RP2	35.2618836645484	-12.6857716599926	1.06060285645724	n/a	R	n/a	51	Right_Putamen
RP3	34.3916151717901	-10.8888621130735	4.04992768549918	n/a	R	n/a	51	Right_Putamen
RP4	33.5209355809093	-9.08412191212922	7.04919495671987	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP5	32.6624331255555	-7.28709838532657	10.0381186853051	n/a	R	SOZ	51	Right_Putamen
RP6	31.7923072807193	-5.48139911191911	13.0282227155566	n/a	R	SOZ	51	Right_Putamen
RP7	30.0513282426596	-1.88025869810581	19.0260047435761	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP8	29.1805369582772	-0.0837988895997448	22.0153028858304	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP9	28.3222123963833	1.72138731989264	25.0148825926781	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP10	27.4516022672653	3.52711694726348	28.0050385012627	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP11	26.5814487298131	5.33341402279585	30.9945342473388	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP12	25.7229739670753	7.1298397474736	33.9840662600994	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP13	23.9820643907785	10.7319695877135	39.9727369254827	n/a	R	n/a	41	Right_Cerebral_White_Matter
RP14	23.1113847998977	12.5367097886577	42.9720041967034	n/a	R	n/a	12155	rh_S_front_sup
RP15	22.2410501071811	14.3337370453253	45.9606421764493	n/a	R	n/a	12155	rh_S_front_sup
RP16	21.3826870379448	16.1384431624412	48.9601433181763	n/a	R	n/a	12155	rh_S_front_sup
RP17	20.5001020235419	17.9353867931887	51.9492342767119	n/a	R	n/a	41	Right_Cerebral_White_Matter
RB1	21.9543736578941	-3.31788129393757	-19.8988294124126	n/a	R	n/a	53	Right_Hippocampus
RB2	24.3217809530139	-5.63044550534337	-19.0492922266364	n/a	R	n/a	53	Right_Hippocampus
RB3	26.6894781371593	-7.95228634762765	-18.2008020553827	n/a	R	n/a	53	Right_Hippocampus
RB4	29.0569504196048	-10.2644175505564	-17.3509115647674	n/a	R	n/a	53	Right_Hippocampus
RB5	31.4248982207775	-12.5759991475493	-16.5106749898195	n/a	R	n/a	53	Right_Hippocampus
RB6	40.9069514440298	-21.8442858085185	-13.1145307015181	n/a	R	n/a	41	Right_Cerebral_White_Matter
RB7	43.2744149609208	-24.1558370515481	-12.2742422482371	n/a	R	n/a	41	Right_Cerebral_White_Matter
RB8	45.6418475233912	-26.4678976286277	-11.4247638671994	n/a	R	n/a	41	Right_Cerebral_White_Matter
RB9	48.0095447075367	-28.789738470912	-10.5762736959457	n/a	R	n/a	41	Right_Cerebral_White_Matter
RB10	50.3769387626648	-31.1022791403681	-9.72687388002873	n/a	R	n/a	41	Right_Cerebral_White_Matter
RB11	59.859347310245	-40.359944173418	-6.33821777361631	n/a	R	n/a	12138	rh_G_temporal_middle
RB12	62.2270444943905	-42.6817850157022	-5.48972760236262	n/a	R	n/a	12138	rh_G_temporal_middle
RB13	64.5944385495186	-44.9943256851584	-4.64032778644562	n/a	R	n/a	12138	rh_G_temporal_middle
RX1	4.33891333824396	29.3798781026825	16.1311891351342	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RX2	7.58815024346113	29.2964331259355	16.9308959844708	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RX3	10.8491146787405	29.2126220366955	17.7301231682301	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RX4	14.0982853839993	29.1292947696969	18.5291431682706	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RX5	17.3592498192787	29.0454836804569	19.3283703520298	n/a	R	n/a	41	Right_Cerebral_White_Matter
RX6	27.1180328734517	28.7945683188066	21.7256108490825	n/a	R	n/a	41	Right_Cerebral_White_Matter
RX7	30.3672730404735	28.7122304782346	22.5155194864869	n/a	R	n/a	41	Right_Cerebral_White_Matter
RX8	33.6282374757528	28.6284193889946	23.3147466702461	n/a	R	n/a	12153	rh_S_front_inf
RX9	36.8774081810117	28.545092121996	24.1137666702866	n/a	R	n/a	12153	rh_S_front_inf
RX10	40.1265403789282	28.4612847626209	24.9127081052065	n/a	R	IrritativeZone	12153	rh_S_front_inf
RX11	49.8971941778064	28.2108457634822	27.3103129162192	n/a	R	n/a	12114	rh_G_front_inf-Triangul
RX12	53.1463263757229	28.1270384041071	28.1092543511391	n/a	R	n/a	12114	rh_G_front_inf-Triangul
RK1	39.3539219616055	-41.744224456124	9.35220566600562	n/a	R	n/a	12141	rh_Lat_Fis-post
RK2	42.3583675697446	-41.9807249567732	11.6103241879344	n/a	R	n/a	12141	rh_Lat_Fis-post
RK3	45.3750944539904	-42.2166324974522	13.8587998033166	n/a	R	n/a	12141	rh_Lat_Fis-post
RK4	48.3800276082158	-42.4520562158897	16.1070682349801	n/a	R	n/a	12141	rh_Lat_Fis-post
RK5	51.3723026044369	-42.6786257700473	18.35593387568	n/a	R	n/a	12141	rh_Lat_Fis-post
RK6	54.3888173789978	-42.9243124636412	20.6127416524887	n/a	R	n/a	12136	rh_G_temp_sup-Plan_tempo
RK7	57.3937087640762	-43.1613234106302	22.8707297309637	n/a	R	n/a	12136	rh_G_temp_sup-Plan_tempo
RK8	60.3863948584199	-43.3957236188128	25.1096529294849	n/a	R	n/a	12136	rh_G_temp_sup-Plan_tempo
RK9	63.4030522809029	-43.6326205859184	27.3672399075031	n/a	R	n/a	12126	rh_G_pariet_inf-Supramar
RK10	66.4075011508465	-43.8680139503926	29.6155602174997	n/a	R	n/a	12126	rh_G_pariet_inf-Supramar
RF1	2.63168755030631	40.6600983356983	14.9351205193996	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RF2	5.72556076604127	39.4524159803167	15.584956510365	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RF3	8.83122771179676	38.2442498026937	16.2349996850491	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RF4	11.92461664325	37.0365978012755	16.8848875543475	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RF5	15.0302835890055	35.8284316236526	17.5349307290316	n/a	R	n/a	12106	rh_G_and_S_cingul-Ant
RF6	27.4167967733145	30.9865093961805	20.14270878613	n/a	R	n/a	41	Right_Cerebral_White_Matter
RF7	30.5106314817071	29.7783469484225	20.7924662119746	n/a	R	n/a	41	Right_Cerebral_White_Matter
RF8	33.6163369348049	28.570660863176	21.4425879517793	n/a	R	n/a	12153	rh_S_front_inf
RF9	36.7101716431975	27.362498415418	22.092345377624	n/a	R	n/a	12153	rh_S_front_inf
RF10	39.8158770962954	26.1548123301715	22.7424671174288	n/a	R	n/a	12153	rh_S_front_inf
RF11	52.2023902806044	21.3128901026994	25.3502451745272	n/a	R	n/a	12114	rh_G_front_inf-Triangul
RF12	55.3080572263598	20.1047239250764	26.0002883492112	n/a	R	n/a	12114	rh_G_front_inf-Triangul
RF13	58.4014461578131	18.8970719236583	26.6501762185097	n/a	R	n/a	12114	rh_G_front_inf-Triangul
RA1	16.5818642926574	-0.382243477948001	-16.0960743226171	n/a	R	n/a	54	Right_Amygdala
RA2	20.1800664245427	-0.617021149475127	-16.0127660285175	n/a	R	n/a	54	Right_Amygdala
RA3	23.7666721318781	-0.862652879316365	-15.9120084128797	n/a	R	n/a	54	Right_Amygdala
RA4	27.3532683090031	-1.08768868071213	-15.827980851239	n/a	R	n/a	54	Right_Amygdala
RA5	30.9514406991005	-1.32352640451491	-15.7351490849257	n/a	R	n/a	54	Right_Amygdala
RA6	34.5377597792149	-1.55877436730266	-15.6431426666975	n/a	R	n/a	54	Right_Amygdala
RA7	38.1364230735898	-1.79465421604366	-15.5502940937877	n/a	R	n/a	41	Right_Cerebral_White_Matter
RA8	41.7109761162996	-2.03001615871489	-15.4578865751028	n/a	R	n/a	41	Right_Cerebral_White_Matter
RA9	45.2973261508346	-2.26475478745253	-15.3750700846314	n/a	R	n/a	41	Right_Cerebral_White_Matter
RA10	48.8954774683118	-2.50000648010522	-15.2827779175639	n/a	R	n/a	41	Right_Cerebral_White_Matter
RA11	52.4823470326662	-2.7354025066048	-15.1901365283728	n/a	R	n/a	12173	rh_S_temporal_inf
RA12	56.0807071980238	-2.96198218251766	-15.0963783107996	n/a	R	n/a	12173	rh_S_temporal_inf
RA13	59.6668451228738	-3.20649996417015	-15.0052296589017	n/a	R	n/a	12138	rh_G_temporal_middle
RA14	63.2537456416488	-3.44138665661961	-14.9217781974673	n/a	R	n/a	12138	rh_G_temporal_middle
RO1	4.69025086474417	30.6897073617578	-1.92061431074141	n/a	R	n/a	12131	rh_G_rectus
RO2	7.938725638628	30.6023350332677	-1.08441013252735	n/a	R	n/a	12171	rh_S_suborbital
RO3	11.1986145655513	30.5148716191277	-0.24718147784472	n/a	R	n/a	12164	rh_S_orbital_med-olfact
RO4	14.4470893394351	30.4274992906377	0.589022700369355	n/a	R	n/a	41	Right_Cerebral_White_Matter
RO5	17.7073578433394	30.3396431399062	1.42543406230212	n/a	R	n/a	41	Right_Cerebral_White_Matter
RO6	27.464130118072	30.0775527785346	3.93438422411681	n/a	R	n/a	12165	rh_S_orbital-H_Shaped
RO7	30.7123819675446	29.9793234026283	4.77945028281211	n/a	R	n/a	12165	rh_S_orbital-H_Shaped
RO8	33.9726889787912	29.8919473442733	5.61594020986556	n/a	R	n/a	12165	rh_S_orbital-H_Shaped
RO9	37.2206794683933	29.8046053697467	6.45219626641273	n/a	R	n/a	12165	rh_S_orbital-H_Shaped
RO10	40.4691542422771	29.7172330412567	7.2884004446268	n/a	R	n/a	41	Right_Cerebral_White_Matter
RO11	50.2377864469886	29.4545411478951	9.79824463945627	n/a	R	n/a	12113	rh_G_front_inf-Orbital
RO12	53.4862612208724	29.3671688194051	10.6344488176703	n/a	R	n/a	12113	rh_G_front_inf-Orbital
ROP1	5.54074536025524	-9.38880120554568	10.9186840347052	n/a	R	n/a	49	Right_Thalamus
ROP2	7.95603974103928	-11.6067356424928	11.7696927611828	n/a	R	n/a	0	Right_Thalamus
ROP3	10.38384580338	-13.8354738548994	12.6290585110188	n/a	R	n/a	0	Right_Thalamus
ROP4	12.7995859611034	-16.0539187381863	13.4799367940426	n/a	R	n/a	0	Right_Thalamus
ROP5	15.2151417017579	-18.2827405765131	14.3397555226684	n/a	R	n/a	0	Right_Thalamus
ROP6	17.6424667416215	-20.5103412987813	15.1893749389052	n/a	R	n/a	0	Right_Thalamus
ROP7	27.3168630831242	-29.4042806697488	18.6104464268684	n/a	R	n/a	41	Right_Cerebral_White_Matter
ROP8	29.7449582698345	-31.6222795444876	19.4616371455193	n/a	R	n/a	41	Right_Cerebral_White_Matter
